UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
0	3
0	7
2	0
0	0
9	0
5	0
1	0
0	0
3	0
0	0
0	0
0	0
1	0
1	0
4	0
0	0
0	5
0	0
0	1
0	4
0	0
0	0
0	0
0	4
0	0
0	0
0	1
0	0
3	0
0	0
0	1
0	1
0	0
0	0
0	0
0	4
0	0
0	3
0	0
3	0
0	4
0	0
0	0
2	0
1	0
0	0
0	0
0	0
0	0
0	4
0	0
0	7
0	0
2	0
0	3
0	0
0	5
0	0
0	0
0	0
0	3
0	0
0	0
0	1
3	4
1	3
0	4
0	4
0	5
0	0
0	1
0	0
2	0
1	1
1	0
2	0
0	0
2	0
0	0
4	0
1	0
1	0
1	0
0	0
0	0
0	0
3	0
1	0
0	0
1	0
3	0
6	0
2	0
0	0
5	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
2	0
7	0
1	0
7	0
3	0
4	0
0	0
4	0
0	0
0	0
0	0
0	0
0	5
4	0
0	0
0	0
0	0
0	0
0	0
2	0
8	5
0	3
0	4
1	5
0	0
0	3
0	0
0	1
0	2
0	4
1	0
5	0
0	5
0	17
0	5
0	17
5	3
10	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	9
0	9
0	2
0	5
0	5
2	16
0	13
0	6
0	6
0	4
2	0
0	1
0	0
0	2
0	2
1	0
1	9
0	5
0	1
0	1
0	0
0	4
0	5
1	7
1	4
0	4
2	0
4	2
4	0
0	0
0	2
0	3
0	0
0	3
0	0
0	0
0	0
0	4
0	0
0	0
0	0
0	3
0	0
2	4
0	0
0	0
0	1
0	0
1	3
0	5
0	2
0	0
0	2
0	0
0	6
0	2
0	2
2	0
0	0
0	0
0	3
0	1
0	0
0	0
0	1
2	0
0	0
0	4
2	4
0	0
0	1
0	5
0	3
4	0
6	2
3	0
0	0
0	0
0	0
2	0
0	0
0	0
0	1
0	1
1	0
2	0
0	5
0	0
0	0
0	4
0	0
0	1
0	4
0	1
0	1
0	10
0	0
0	1
0	2
0	0
0	0
1	0
0	1
2	0
0	0
0	0
0	0
0	1
0	13
0	5
0	0
0	0
1	0
0	0
0	1
5	0
0	12
0	5
0	2
4	0
0	0
0	0
1	0
3	0
2	0
1	0
0	0
0	0
2	0
1	0
0	0
0	0
