UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	9
7	4
0	0
0	0
36	9
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
9	0
0	0
0	0
0	0
0	0
0	0
32	8
10	5
76	8
0	3
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
94	0
0	0
0	7
0	0
0	7
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	11
0	12
0	7
0	9950
0	0
2	39523
54	42170
0	30205
339	6418
0	8411
0	0
0	0
0	34
7	1
0	1
0	0
0	6506
0	9950
0	0
0	3
0	3
0	0
0	0
18	6223
1	5429
0	8411
132517	380
0	1
0	0
0	0
0	2
0	0
0	7
0	0
1	0
7	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	174
0	0
0	0
0	0
22	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	25
0	0
2	2
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	174
0	0
1	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	492
0	0
0	0
0	0
0	3
0	0
0	20
0	0
26	315
0	3880
0	0
0	0
0	0
0	0
0	32
0	0
0	22
0	0
0	0
0	0
0	0
1	8078
0	0
0	56
0	0
0	2
0	0
0	0
0	0
0	0
8	0
0	0
2	0
5	0
0	0
