Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42
SRR22134165_1	(1, 31.218586097378722)	(2, 31.579985935675676)	(3, 35.07738356096695)	(4, 36.032274150319964)	(5, 36.390263983354124)	(6, 39.52018675040528)	(7, 39.28835770423101)	(8, 39.78285460039129)	(9, 39.82822920058406)	(10, 40.18237829493695)	(12, 39.457231485874935)	(14, 39.22455983174597)	(16, 39.20146667728288)	(18, 38.55185159052231)	(20, 37.925906709813376)	(22, 37.67343694066638)	(24, 37.668829849510864)	(26, 37.52877792069387)	(28, 37.50335662211094)	(30, 37.54527236519945)	(32, 37.53278713781074)	(34, 37.52820945701739)	(36, 37.567925874666976)	(38, 37.507224224989486)	(40, 37.603865143024336)	(42, 37.72431673773272)	(44, 37.88103115793753)	(46, 38.0216601814984)	(48, 38.183518674716865)	(50, 38.41801987777977)	(52, 38.537358712123904)	(54, 38.532104938243634)	(56, 38.64323789314781)	(58, 38.69947361277708)	(60, 38.76756941158345)	(62, 38.782389467812195)	(64, 38.830977445298664)	(66, 38.89070103162134)	(68, 38.91603489208095)	(70, 38.90784535555397)	(72, 38.879617476786535)	(74, 38.83207107645827)	(76, 37.73875758805951)
SRR22134165_1_paired	(1, 31.297114138989844)	(2, 31.630103796999173)	(3, 35.18824225707313)	(4, 36.13418743242802)	(5, 36.466648379215215)	(6, 39.626664437835615)	(7, 39.392167099786484)	(8, 39.89259169669994)	(9, 39.95221870626935)	(10, 40.286270546365586)	(12, 39.58424073122827)	(14, 39.356060381700345)	(16, 39.323058560159815)	(18, 38.68035865631839)	(20, 38.04785719508511)	(22, 37.78941604933105)	(24, 37.788994326597944)	(26, 37.685793455422385)	(28, 37.67528694666855)	(30, 37.726869148456245)	(32, 37.722775602853574)	(34, 37.72833309496798)	(36, 37.785985086361606)	(38, 37.75088108350138)	(40, 37.8748801790185)	(42, 38.02479661327439)	(44, 38.214654668818795)	(46, 38.40857191746812)	(48, 38.646209208179435)	(50, 38.95596673820702)	(52, 39.130950253401544)	(54, 39.164995277185966)	(56, 39.29572634295481)	(58, 39.36209131411951)	(60, 39.44458340822874)	(62, 39.47524946144139)	(64, 39.536265753211694)	(66, 39.607598273243475)	(68, 39.661408113302585)	(70, 39.68945779297701)	(72, 39.6931803148118)	(74, 39.74212385407772)	(76, 39.27919520541069)
SRR22134165_2	(1, 30.36658749820096)	(2, 30.71320102338566)	(3, 33.61842633632119)	(4, 34.663513953522994)	(5, 34.61945848251594)	(6, 36.91743283573072)	(7, 37.19001303506954)	(8, 37.33690016509074)	(9, 37.94055801145386)	(10, 37.734418366393555)	(12, 37.62055326868233)	(14, 37.746894336962484)	(16, 37.67908957774876)	(18, 37.87203089663197)	(20, 37.79908223702594)	(22, 37.683403104724405)	(24, 37.70023308197507)	(26, 37.70235326052597)	(28, 37.65686134254959)	(30, 37.562426309564884)	(32, 37.51976156244761)	(34, 37.44017973334749)	(36, 37.324529752476096)	(38, 37.24026371363327)	(40, 37.22879813896925)	(42, 37.14056929657448)	(44, 37.08341542557312)	(46, 37.08530463676045)	(48, 37.06025367570189)	(50, 37.03816919093022)	(52, 37.09575694568966)	(54, 37.06804938524144)	(56, 37.09080208725103)	(58, 37.07842211572924)	(60, 37.097057215993104)	(62, 37.06559671639672)	(64, 37.05119436542694)	(66, 36.99454516268811)	(68, 36.991101258093735)	(70, 36.93322901819327)	(72, 36.86175851420938)	(74, 36.96144448057403)	(76, 37.01504126770338)
SRR22134165_2_paired	(1, 30.77597323195371)	(2, 31.109256562213588)	(3, 34.16982152029884)	(4, 35.261621920660666)	(5, 35.20967706629423)	(6, 37.64121620596239)	(7, 37.91758391341957)	(8, 38.139624691830385)	(9, 38.77901503449247)	(10, 38.549413069380876)	(12, 38.429157639824275)	(14, 38.56648671231938)	(16, 38.49582843764615)	(18, 38.71944334714626)	(20, 38.64641063161608)	(22, 38.51569757736489)	(24, 38.52111706283602)	(26, 38.51631152527922)	(28, 38.479011493502284)	(30, 38.39157892752145)	(32, 38.33432226597619)	(34, 38.24508181756727)	(36, 38.12314859905799)	(38, 38.051285190692425)	(40, 38.05158261557519)	(42, 37.97398800092353)	(44, 37.93673360514309)	(46, 37.95991149877524)	(48, 37.94814612218529)	(50, 37.9511489264197)	(52, 38.03049472944248)	(54, 38.027744523047744)	(56, 38.07530276614542)	(58, 38.088132519492746)	(60, 38.13467001880976)	(62, 38.14000356949286)	(64, 38.16022188808262)	(66, 38.13520810090229)	(68, 38.16845438499084)	(70, 38.14082806734358)	(72, 38.1061927986276)	(74, 38.37125654590771)	(76, 39.005464117612206)
SRR22134166_1	(1, 31.282860830037215)	(2, 31.612662410776814)	(3, 35.0818919854467)	(4, 35.98280120418433)	(5, 36.32149089253019)	(6, 39.35899911719178)	(7, 39.170873850865725)	(8, 39.61147164770719)	(9, 39.713866033178114)	(10, 40.07337655160147)	(12, 39.481873458134785)	(14, 39.082739129244274)	(16, 39.00390179537253)	(18, 38.39309731278945)	(20, 37.7755468780781)	(22, 37.55653932095518)	(24, 37.54946826387426)	(26, 37.388087630287615)	(28, 37.37585240982219)	(30, 37.4084512541194)	(32, 37.437464167077636)	(34, 37.46129024473039)	(36, 37.47581497191946)	(38, 37.459548160958036)	(40, 37.58285664645065)	(42, 37.729581961933846)	(44, 37.90691589733986)	(46, 38.07421913178171)	(48, 38.28411231682639)	(50, 38.546605332949014)	(52, 38.68945826484253)	(54, 38.70052722935061)	(56, 38.7953461887023)	(58, 38.852803673734684)	(60, 38.91977836345824)	(62, 38.938749028363645)	(64, 38.993784662216626)	(66, 39.05483712368934)	(68, 39.084936086430616)	(70, 39.09537476540809)	(72, 39.08027751713831)	(74, 39.0549361739722)	(76, 38.01889278856443)
SRR22134166_1_paired	(1, 31.37333370376232)	(2, 31.67620226220375)	(3, 35.233686886572485)	(4, 36.11914395774282)	(5, 36.427058199840396)	(6, 39.50640590798775)	(7, 39.3106362303271)	(8, 39.7559400404703)	(9, 39.872367888327695)	(10, 40.21532472410185)	(12, 39.64343264574086)	(14, 39.24790397668929)	(16, 39.159877540796145)	(18, 38.548858171897265)	(20, 37.92708257047531)	(22, 37.70614497249197)	(24, 37.70479547263933)	(26, 37.58543088454698)	(28, 37.5891542207018)	(30, 37.63119174644099)	(32, 37.66587940010239)	(34, 37.6940687892924)	(36, 37.718036984015484)	(38, 37.71823511310778)	(40, 37.858635866921645)	(42, 38.022019925951916)	(44, 38.21886624172712)	(46, 38.41621362227198)	(48, 38.66420496931104)	(50, 38.967237671313214)	(52, 39.14156328275273)	(54, 39.175752815060605)	(56, 39.28488496361917)	(58, 39.35073605898104)	(60, 39.42297209925337)	(62, 39.44955508203356)	(64, 39.51195051906838)	(66, 39.580450378737034)	(68, 39.62594016590264)	(70, 39.656342393269455)	(72, 39.66166615587335)	(74, 39.708527174547825)	(76, 39.23951895688551)
SRR22134166_2	(1, 30.160703772805785)	(2, 30.550517506084795)	(3, 33.45820517445345)	(4, 34.44833928341334)	(5, 34.35723385803889)	(6, 36.54164969926736)	(7, 36.86483406736114)	(8, 36.977082163398876)	(9, 37.60807686859585)	(10, 37.40978262857277)	(12, 37.33079250284398)	(14, 37.42334680363755)	(16, 37.327167983765605)	(18, 37.4763144850091)	(20, 37.346508382877815)	(22, 37.2406617914241)	(24, 37.22801945081916)	(26, 37.19726346341007)	(28, 37.12651950186347)	(30, 37.05621416728064)	(32, 37.02116063280125)	(34, 36.92311686878294)	(36, 36.79875803671688)	(38, 36.69112505704928)	(40, 36.66341022525073)	(42, 36.567377538577105)	(44, 36.50428882585142)	(46, 36.510957310169516)	(48, 36.473828645296535)	(50, 36.44448210105434)	(52, 36.503958264046744)	(54, 36.48783641695819)	(56, 36.48914687347876)	(58, 36.46081808086347)	(60, 36.484158157631626)	(62, 36.4604356536847)	(64, 36.4545342356887)	(66, 36.41068424162658)	(68, 36.41851501385233)	(70, 36.38132559789349)	(72, 36.32067568668388)	(74, 36.44621015704581)	(76, 36.48919789411988)
SRR22134166_2_paired	(1, 30.624043365104267)	(2, 31.000409104757235)	(3, 34.089233298426)	(4, 35.12263919315249)	(5, 35.04174527056601)	(6, 37.38612242624314)	(7, 37.71266178173939)	(8, 37.89871207230279)	(9, 38.566204378057726)	(10, 38.357323211337985)	(12, 38.27735061421873)	(14, 38.37887358820457)	(16, 38.28047278471891)	(18, 38.464106620985405)	(20, 38.34295288188794)	(22, 38.2272087939188)	(24, 38.20394529962882)	(26, 38.17093033228005)	(28, 38.107388179286836)	(30, 38.04141484114632)	(32, 37.99289344937978)	(34, 37.883396414147114)	(36, 37.753995760057066)	(38, 37.664978828862004)	(40, 37.655359854256844)	(42, 37.57544419757754)	(44, 37.53775396940051)	(46, 37.569649319241634)	(48, 37.54997513353372)	(50, 37.550530277855565)	(52, 37.63804982881834)	(54, 37.65205633854865)	(56, 37.681987233129085)	(58, 37.68242572473069)	(60, 37.737779837730116)	(62, 37.75017702827944)	(64, 37.78212320493232)	(66, 37.77158994403901)	(68, 37.81744331552031)	(70, 37.81198681270155)	(72, 37.794723786995064)	(74, 38.10557180583234)	(76, 38.815299260058865)
SRR22134167_1	(1, 31.05698267419877)	(2, 31.562548784366484)	(3, 35.00370461311694)	(4, 36.045569569441994)	(5, 36.33069770061654)	(6, 39.19800243298011)	(7, 38.96087823668782)	(8, 39.49801699923466)	(9, 39.63879706186719)	(10, 40.04034136191541)	(12, 39.32011060825077)	(14, 39.07906175074892)	(16, 39.097171615853775)	(18, 38.47560245282076)	(20, 37.83522400118693)	(22, 37.62442076668776)	(24, 37.60607796314903)	(26, 37.43790013063676)	(28, 37.40847467460166)	(30, 37.42940363875243)	(32, 37.44150736508146)	(34, 37.46269474425141)	(36, 37.47775000394482)	(38, 37.47222548751253)	(40, 37.618790221708124)	(42, 37.77785628928534)	(44, 37.960672869730885)	(46, 38.136068854087185)	(48, 38.36331159860741)	(50, 38.62359989016011)	(52, 38.757346928549296)	(54, 38.75854328061313)	(56, 38.84382900507886)	(58, 38.903645459459234)	(60, 38.969261620975715)	(62, 38.98266465291148)	(64, 39.03050968370271)	(66, 39.08306526865336)	(68, 39.11287544251985)	(70, 39.12855297364748)	(72, 39.1181238085758)	(74, 39.10202754098418)	(76, 38.084898913478035)
SRR22134167_1_paired	(1, 31.16768338312262)	(2, 31.641996705905363)	(3, 35.177988357309246)	(4, 36.196011041070236)	(5, 36.450863162449394)	(6, 39.37640221295588)	(7, 39.129509301408916)	(8, 39.67273677323944)	(9, 39.826197832387926)	(10, 40.2019206661095)	(12, 39.5169082780613)	(14, 39.27432910420779)	(16, 39.27978279054122)	(18, 38.65850368751889)	(20, 38.01507072375246)	(22, 37.80354680118664)	(24, 37.79100443954455)	(26, 37.66828211408859)	(28, 37.65493195464433)	(30, 37.68461298092596)	(32, 37.70281170537191)	(34, 37.728334974453354)	(36, 37.75239289815962)	(38, 37.76093916028967)	(40, 37.92197285154633)	(42, 38.09518404103089)	(44, 38.29378380899972)	(46, 38.493625771372294)	(48, 38.75050216407516)	(50, 39.04262201187451)	(52, 39.20063919209343)	(54, 39.22067764687262)	(56, 39.31824789962208)	(58, 39.38463352983157)	(60, 39.45497698225073)	(62, 39.475109202821244)	(64, 39.52977159217563)	(66, 39.58893153228391)	(68, 39.63128161278685)	(70, 39.66435367609443)	(72, 39.672012517694185)	(74, 39.72406079242177)	(76, 39.259152344538634)
SRR22134167_2	(1, 29.81123860704168)	(2, 30.297703731843328)	(3, 33.04792882288073)	(4, 34.04175791412046)	(5, 33.89767001760351)	(6, 35.90812805450827)	(7, 36.26603488339208)	(8, 36.380619948037904)	(9, 37.060751418030456)	(10, 36.85956233388903)	(12, 36.763013813141)	(14, 36.863817869716186)	(16, 36.774465893018686)	(18, 36.92411047269101)	(20, 36.76968835750123)	(22, 36.64852360991861)	(24, 36.63068283702253)	(26, 36.600875333573484)	(28, 36.51863475371829)	(30, 36.44116958070035)	(32, 36.405450884370325)	(34, 36.29664952831318)	(36, 36.16610929597011)	(38, 36.05316270688786)	(40, 36.03288930866312)	(42, 35.94174471292433)	(44, 35.87903972397708)	(46, 35.893518820894975)	(48, 35.85581649871098)	(50, 35.830948023272086)	(52, 35.89848962705962)	(54, 35.8844468589009)	(56, 35.88146249993622)	(58, 35.84594685604577)	(60, 35.87895602967759)	(62, 35.84602182997462)	(64, 35.82619043247449)	(66, 35.77721012406303)	(68, 35.77741656959137)	(70, 35.72536732811295)	(72, 35.63892006360078)	(74, 35.7554756954802)	(76, 35.766044086541974)
SRR22134167_2_paired	(1, 30.39245862747539)	(2, 30.854297067174045)	(3, 33.81034765071632)	(4, 34.872260477977136)	(5, 34.7348572410809)	(6, 36.93631928267866)	(7, 37.29376333641553)	(8, 37.5005217502119)	(9, 38.23019427452863)	(10, 38.0090308834338)	(12, 37.9176669533996)	(14, 38.02891940581823)	(16, 37.9368738182454)	(18, 38.13241080531204)	(20, 37.99366473955462)	(22, 37.86283526266811)	(24, 37.83557707410898)	(26, 37.80290876484047)	(28, 37.728271218978016)	(30, 37.65259248804168)	(32, 37.59932740011025)	(34, 37.47580409324229)	(36, 37.33809402579398)	(38, 37.25008537210605)	(40, 37.25162727454415)	(42, 37.18010098216827)	(44, 37.1440602509592)	(46, 37.18448702844584)	(48, 37.165031783931326)	(50, 37.172314105486585)	(52, 37.270121947537675)	(54, 37.29047874127731)	(56, 37.32109216936262)	(58, 37.31909902146298)	(60, 37.38807030927404)	(62, 37.39910025833825)	(64, 37.42414939615364)	(66, 37.415804661219155)	(68, 37.45982783939253)	(70, 37.443519078137726)	(72, 37.409461463428215)	(74, 37.75529344528103)	(76, 38.564578444965626)
SRR22134168_1	(1, 31.219660134086407)	(2, 31.633871312641766)	(3, 34.91051763122148)	(4, 36.144624739609306)	(5, 36.36975754514096)	(6, 39.276074302210354)	(7, 39.214017648084535)	(8, 39.63805557489027)	(9, 39.81386143160883)	(10, 40.11891209612085)	(12, 39.44282780165315)	(14, 39.21996081671725)	(16, 39.21266566158072)	(18, 38.57794102451314)	(20, 37.95733542913606)	(22, 37.71669096262214)	(24, 37.70153855647939)	(26, 37.55105327720926)	(28, 37.51611535836864)	(30, 37.54651650534343)	(32, 37.54806026425484)	(34, 37.55900987672747)	(36, 37.56743796010129)	(38, 37.531393340456475)	(40, 37.65665997406677)	(42, 37.7953989511897)	(44, 37.966581675671065)	(46, 38.1170388259295)	(48, 38.311919776345654)	(50, 38.546787444414704)	(52, 38.66978606881992)	(54, 38.661189283133574)	(56, 38.75320172017518)	(58, 38.81401646408277)	(60, 38.88088077532741)	(62, 38.89926178982644)	(64, 38.94530566107967)	(66, 38.998926259346256)	(68, 39.022907598955825)	(70, 39.02603770430257)	(72, 39.0076438072188)	(74, 38.970124018945555)	(76, 37.92429676643251)
SRR22134168_1_paired	(1, 31.309000155016406)	(2, 31.691539210774998)	(3, 35.046380119337485)	(4, 36.26199598535751)	(5, 36.46365433979975)	(6, 39.41162364616459)	(7, 39.34415808470132)	(8, 39.77259867034069)	(9, 39.96009145774495)	(10, 40.24717717910917)	(12, 39.597775079358385)	(14, 39.379486911559056)	(16, 39.36040372276134)	(18, 38.73168360466878)	(20, 38.10622026248954)	(22, 37.86183078669143)	(24, 37.85085164434803)	(26, 37.74070842613395)	(28, 37.72117980212448)	(30, 37.76143249859558)	(32, 37.77023330646047)	(34, 37.78772516887291)	(36, 37.80959745369241)	(38, 37.79394721456136)	(40, 37.94041218961037)	(42, 38.1030081774002)	(44, 38.29890619891988)	(46, 38.490037756412676)	(48, 38.737907494442496)	(50, 39.02864523993014)	(52, 39.194450725805694)	(54, 39.218365443133145)	(56, 39.328868280777556)	(58, 39.399248331645516)	(60, 39.47427066299129)	(62, 39.50215193713074)	(64, 39.55859733588558)	(66, 39.62132047375941)	(68, 39.665688598437214)	(70, 39.696587280192524)	(72, 39.70323554040607)	(74, 39.75043354822989)	(76, 39.289216311542205)
SRR22134168_2	(1, 30.099522201468307)	(2, 30.51608107613562)	(3, 33.35077361957951)	(4, 34.392049715157874)	(5, 34.28380917048836)	(6, 36.44557208453916)	(7, 36.76990744694058)	(8, 36.8872235804357)	(9, 37.507949351992245)	(10, 37.30955252626511)	(12, 37.21830267605927)	(14, 37.32743590424368)	(16, 37.26601007190837)	(18, 37.45311808659574)	(20, 37.32856463465652)	(22, 37.2158979325894)	(24, 37.221840293948176)	(26, 37.200413324253596)	(28, 37.1266804931762)	(30, 37.04999382883927)	(32, 37.01012735912352)	(34, 36.908459315905304)	(36, 36.79016679355817)	(38, 36.686889548421725)	(40, 36.67373806938824)	(42, 36.58202306794233)	(44, 36.52574086219727)	(46, 36.54439043283517)	(48, 36.52242605191381)	(50, 36.49913505082955)	(52, 36.57211487472185)	(54, 36.55712216530243)	(56, 36.56346741017194)	(58, 36.5369194713755)	(60, 36.56222802941204)	(62, 36.53112628547069)	(64, 36.509869555534905)	(66, 36.458371417999274)	(68, 36.4503163721717)	(70, 36.388957784406)	(72, 36.309378311679495)	(74, 36.40862008908635)	(76, 36.45338563184021)
SRR22134168_2_paired	(1, 30.581136774336464)	(2, 30.981230403162197)	(3, 33.994149107522155)	(4, 35.08625148396195)	(5, 34.97868762345072)	(6, 37.29753141693544)	(7, 37.625855390158726)	(8, 37.8253031650079)	(9, 38.49124857532495)	(10, 38.27193316754148)	(12, 38.17819714179459)	(14, 38.298763926959)	(16, 38.23207323474826)	(18, 38.45581624300352)	(20, 38.3368620424013)	(22, 38.209110863887815)	(24, 38.20228811100768)	(26, 38.17645339099258)	(28, 38.10809970584022)	(30, 38.03517456483699)	(32, 37.97865644221217)	(34, 37.8636077884544)	(36, 37.736608126788425)	(38, 37.65186161529785)	(40, 37.656084316914374)	(42, 37.578407555340746)	(44, 37.543994579625554)	(46, 37.5855233926664)	(48, 37.57716763239097)	(50, 37.581802383772356)	(52, 37.67834541074458)	(54, 37.69243770209196)	(56, 37.72669418447357)	(58, 37.72973034104062)	(60, 37.786625661768355)	(62, 37.79504434654797)	(64, 37.81330610433601)	(66, 37.796416434561735)	(68, 37.8268685533064)	(70, 37.799390653601506)	(72, 37.76425071652768)	(74, 38.06912195495242)	(76, 38.79177486637047)
SRR22134169_1	(1, 31.45001887412579)	(2, 31.737664124755703)	(3, 35.71066760300532)	(4, 36.36724113599545)	(5, 36.56573440075749)	(6, 39.83226157197614)	(7, 39.81423250242748)	(8, 40.19942737585541)	(9, 40.30395015100909)	(10, 40.44793703821779)	(12, 40.187801625522695)	(14, 40.0660992147556)	(16, 40.04078265637409)	(18, 39.645739734757335)	(20, 39.29911708472716)	(22, 39.10189808701095)	(24, 39.107215898307075)	(26, 39.03940780951753)	(28, 39.036779744294634)	(30, 39.05228781456921)	(32, 39.046953153608584)	(34, 39.025351776503186)	(36, 38.973205638487386)	(38, 38.958624817936965)	(40, 39.015938335302465)	(42, 39.09901897429463)	(44, 39.18864791466372)	(46, 39.330761522999545)	(48, 39.48118115826559)	(50, 39.58668418007335)	(52, 39.64321380387412)	(54, 39.6617813836973)	(56, 39.683590174276276)	(58, 39.713469400240925)	(60, 39.71971950007921)	(62, 39.706979291766146)	(64, 39.712806026502115)	(66, 39.69611575788474)	(68, 39.70164999150879)	(70, 39.63765210486136)	(72, 39.62245587305553)	(74, 39.52242956436565)	(76, 38.86236968446082)
SRR22134169_1_paired	(1, 31.51818961759912)	(2, 31.776062393358316)	(3, 35.817386520317406)	(4, 36.45593976539718)	(5, 36.630145715240154)	(6, 39.92174613401331)	(7, 39.9008684710295)	(8, 40.288936763755956)	(9, 40.40161538349258)	(10, 40.53878019272247)	(12, 40.29149937836705)	(14, 40.17630565796779)	(16, 40.1440145886918)	(18, 39.75862823430454)	(20, 39.408408327726065)	(22, 39.21256808410374)	(24, 39.22234803534266)	(26, 39.17960291422918)	(28, 39.18908345007307)	(30, 39.210333132336544)	(32, 39.2146284084026)	(34, 39.208503949310995)	(36, 39.17722645537205)	(38, 39.19462991251477)	(40, 39.278562981010936)	(42, 39.38929764962999)	(44, 39.508867692418484)	(46, 39.69367677992501)	(48, 39.898298622903)	(50, 40.054825772754555)	(52, 40.15376656358739)	(54, 40.20890575366152)	(56, 40.253146083505044)	(58, 40.293012084987794)	(60, 40.30933792312916)	(62, 40.306389792499125)	(64, 40.32768769778991)	(66, 40.3269538848507)	(68, 40.362506929468296)	(70, 40.33041167107478)	(72, 40.3477319375024)	(74, 40.33109159869445)	(76, 40.06103690942047)
SRR22134169_2	(1, 30.152864123126125)	(2, 30.759482135299553)	(3, 33.600156353451)	(4, 34.73010718423595)	(5, 34.404481181676445)	(6, 37.017818940116435)	(7, 37.29362650629836)	(8, 37.62983978023892)	(9, 38.01017644689927)	(10, 37.80605709166643)	(12, 37.85587354467947)	(14, 37.91631300537156)	(16, 37.936580471549746)	(18, 38.22103095074313)	(20, 38.10099372638568)	(22, 38.18509047340696)	(24, 38.406033209098474)	(26, 38.480662731790545)	(28, 38.32568552136382)	(30, 38.30039569373321)	(32, 38.27495548776062)	(34, 38.05864465872961)	(36, 38.026836333794606)	(38, 37.72547029236187)	(40, 37.576546810815934)	(42, 37.529521291203906)	(44, 37.48655059064417)	(46, 37.466055841610725)	(48, 37.5249286587349)	(50, 37.52897826028769)	(52, 37.569523895665306)	(54, 37.598380330913116)	(56, 37.607232444213054)	(58, 37.594951093625426)	(60, 37.58672838587397)	(62, 37.64147896741969)	(64, 37.555282767116786)	(66, 37.60155665902629)	(68, 37.61687149250875)	(70, 37.59659783518323)	(72, 37.506983042307496)	(74, 37.591436188781216)	(76, 37.209851119659085)
SRR22134169_2_paired	(1, 30.547125252969707)	(2, 31.175280941109705)	(3, 34.18829583027571)	(4, 35.350987862823736)	(5, 34.99847059160746)	(6, 37.72867122866117)	(7, 38.00952521370311)	(8, 38.3907255192747)	(9, 38.8267796100763)	(10, 38.589298126902975)	(12, 38.633780333770645)	(14, 38.69303996473266)	(16, 38.69005006491619)	(18, 38.992912934404735)	(20, 38.85897860098818)	(22, 38.91939081861863)	(24, 39.12906743410989)	(26, 39.194390264635864)	(28, 39.033446775642574)	(30, 39.00252682316484)	(32, 38.967089358667955)	(34, 38.74128577546961)	(36, 38.69365329916549)	(38, 38.39874230075286)	(40, 38.25723649306086)	(42, 38.219695374972744)	(44, 38.186810342322346)	(46, 38.18114834145578)	(48, 38.25868261310136)	(50, 38.291929862927546)	(52, 38.35887063239244)	(54, 38.413768274939656)	(56, 38.451867763771084)	(58, 38.46816434146722)	(60, 38.48739761069682)	(62, 38.57131620477604)	(64, 38.50651418818301)	(66, 38.57863154862628)	(68, 38.61956254241622)	(70, 38.619713524773836)	(72, 38.56481416580226)	(74, 38.78463881451031)	(76, 38.90832257158091)
SRR22134170_1	(1, 31.39835641743251)	(2, 31.716391789359424)	(3, 35.64213834086919)	(4, 36.31435039750794)	(5, 36.52071602014993)	(6, 39.72507742916464)	(7, 39.704489559063006)	(8, 40.08638041623901)	(9, 40.23356376729551)	(10, 40.385158262096255)	(12, 40.09410528058463)	(14, 40.00648458096276)	(16, 39.97901644002451)	(18, 39.557627090129)	(20, 39.18934193200687)	(22, 39.01234962006717)	(24, 39.026188582771866)	(26, 38.93528036954058)	(28, 38.927516001903584)	(30, 38.94582989060102)	(32, 38.95110903562526)	(34, 38.9366495170587)	(36, 38.91494938508686)	(38, 38.92744894913676)	(40, 39.02185615997559)	(42, 39.150087285707144)	(44, 39.290925802621615)	(46, 39.48796830573525)	(48, 39.70460989699981)	(50, 39.85006140148252)	(52, 39.93179191185676)	(54, 39.978954028823004)	(56, 40.00176465172936)	(58, 40.029447190140594)	(60, 40.03364849228676)	(62, 40.02326566768946)	(64, 40.03688052186955)	(66, 40.02302497958276)	(68, 40.04403321946137)	(70, 40.00371597610395)	(72, 40.01626145134554)	(74, 39.983910045014525)	(76, 39.47161328709418)
SRR22134170_1_paired	(1, 31.494573531900983)	(2, 31.77284355570238)	(3, 35.795540708039056)	(4, 36.44117352409524)	(5, 36.61608849327067)	(6, 39.865775600037146)	(7, 39.836261731226706)	(8, 40.22440774418344)	(9, 40.37502050226905)	(10, 40.51769530053359)	(12, 40.246019981286366)	(14, 40.1584466007093)	(16, 40.12428644093517)	(18, 39.70853884299245)	(20, 39.34061092810076)	(22, 39.17074935057203)	(24, 39.188961041279384)	(26, 39.12716060349281)	(28, 39.13099257103046)	(30, 39.15278701322883)	(32, 39.1603100910406)	(34, 39.14848532821772)	(36, 39.12947560353723)	(38, 39.151327199326424)	(40, 39.25135242024142)	(42, 39.38417890737563)	(44, 39.530208677869666)	(46, 39.734659872957764)	(48, 39.962630382235176)	(50, 40.11713779030757)	(52, 40.20745880563217)	(54, 40.262378090078805)	(56, 40.291622027933464)	(58, 40.32122157773032)	(60, 40.329666467622694)	(62, 40.321372627854494)	(64, 40.3402752900129)	(66, 40.33189050094158)	(68, 40.363754610864206)	(70, 40.33380790947416)	(72, 40.358854834856984)	(74, 40.36516345033226)	(76, 40.109781691735684)
SRR22134170_2	(1, 30.20404058401917)	(2, 30.325239652586976)	(3, 32.00087647035149)	(4, 33.50627778137519)	(5, 33.69098997333342)	(6, 36.47000276294532)	(7, 36.99137671426932)	(8, 37.05391419490935)	(9, 37.65441823748425)	(10, 37.42181451727963)	(12, 37.51978579333106)	(14, 37.560509359380866)	(16, 37.409317638196754)	(18, 37.6339764981409)	(20, 37.54597691825255)	(22, 37.690702210564766)	(24, 37.8137447946273)	(26, 37.883126441866565)	(28, 37.76685892934769)	(30, 37.756265177740104)	(32, 37.71237322206983)	(34, 37.50703212857245)	(36, 37.44858785159251)	(38, 37.048301257070136)	(40, 36.85116775071258)	(42, 36.83863635266539)	(44, 36.794137480194436)	(46, 36.79194067731035)	(48, 36.84242108503459)	(50, 36.861289576521)	(52, 36.9430788276897)	(54, 36.9923351618054)	(56, 36.99418240483413)	(58, 36.970962495837945)	(60, 36.98119908970477)	(62, 37.047485127067915)	(64, 36.97100762680217)	(66, 37.02786832139)	(68, 37.07924730601336)	(70, 37.06779445508082)	(72, 36.986683441511154)	(74, 37.10325555474137)	(76, 36.64591570877407)
SRR22134170_2_paired	(1, 30.6543934604147)	(2, 30.774951928949594)	(3, 32.58621369297993)	(4, 34.152216596238546)	(5, 34.37174328226657)	(6, 37.29993906458632)	(7, 37.8344808450142)	(8, 37.91668430179669)	(9, 38.549634593494204)	(10, 38.31306390394389)	(12, 38.41365220883017)	(14, 38.45032515721407)	(16, 38.290632461014106)	(18, 38.532372072020415)	(20, 38.44718067748377)	(22, 38.589448191975265)	(24, 38.707603649631224)	(26, 38.77207621012669)	(28, 38.6568040390149)	(30, 38.64819688513203)	(32, 38.59833522948489)	(34, 38.38400053425671)	(36, 38.31342977080676)	(38, 37.91773539951735)	(40, 37.72945860927163)	(42, 37.732361880545014)	(44, 37.70069490592046)	(46, 37.713411401096366)	(48, 37.78560137747971)	(50, 37.83062002756514)	(52, 37.93946009290046)	(54, 38.01640510919377)	(56, 38.04861176277769)	(58, 38.051918092308085)	(60, 38.08496094083682)	(62, 38.17774543624786)	(64, 38.11766622328841)	(66, 38.19646025735999)	(68, 38.26759292313511)	(70, 38.27082745379607)	(72, 38.22148049879418)	(74, 38.47490347637058)	(76, 38.67819231545613)
