Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42
SRR22134165_2	(1, 0.2233461310485172)	(2, 0.0004099757013875088)	(3, 0.0004315533698815882)	(4, 0.017663479429253406)	(5, 0.00016830581425381942)	(6, 0.0021707134505043885)	(7, 0.0012256115704637105)	(8, 0.0014025484521151617)	(9, 0.015432348506965596)	(10, 0.002891407578206641)	(12, 0.01096145559499234)	(14, 0.0010767256578545627)	(16, 0.0003905557997428374)	(18, 0.0025483226491507787)	(20, 0.01434914954856281)	(22, 0.0032733323105518467)	(24, 0.0074701888326502925)	(26, 0.002449065374078013)	(28, 0.0005027596759120503)	(30, 0.009049674166416905)	(32, 0.0026389488568259118)	(34, 4.7470870686974706e-05)	(36, 0.005554091870376041)	(38, 0.0007444295630457397)	(40, 0.008417448479540379)	(42, 0.0007616916978410032)	(44, 0.007707543186085166)	(46, 1.941990164467147e-05)	(48, 0.007847798031296682)	(50, 1.726213479526353e-05)	(52, 0.009876098869740146)	(54, 0.00011436164301862088)	(56, 0.0001726213479526353)	(58, 0.008838213015174927)	(60, 0.0011932450677225913)	(62, 4.099757013875088e-05)	(64, 0.009489865361078697)	(66, 0.00015536297451736492)	(68, 0.000463962300193017)	(70, 0.007665798962393536)	(72, 0.0008786249147858269)	(74, 0.0)	(76, 0.0)
SRR22134165_2_paired	(1, 0.2079113078532264)	(2, 0.00036329639513403567)	(3, 0.00026212524712202574)	(4, 0.010020542341734984)	(5, 0.00011956590219601174)	(6, 0.001761297713118173)	(7, 0.0011220800052241101)	(8, 0.0010117114801200995)	(9, 0.008613343646658845)	(10, 0.002508584601843246)	(12, 0.007107273147843698)	(14, 0.0009243363977460907)	(16, 0.0002736219684870269)	(18, 0.002393617388193235)	(20, 0.009963058734909979)	(22, 0.0029914468991732936)	(24, 0.004214698052409414)	(26, 0.002271752141724223)	(28, 0.00044377344468904357)	(30, 0.005178123302796509)	(32, 0.002435005585107239)	(34, 1.8394754184001807e-05)	(36, 0.003101145921729699)	(38, 0.0006132655894648903)	(40, 0.004951066802413228)	(42, 0.0007061486492915975)	(44, 0.004556934100305869)	(46, 2.3252220133604467e-06)	(48, 0.0037887579628869024)	(50, 0.0)	(52, 0.005322563988800108)	(54, 5.3916280534284086e-05)	(56, 0.0001620601880264578)	(58, 0.003972297367592892)	(60, 0.001035105911730365)	(62, 4.725577782809468e-06)	(64, 0.003992327343563637)	(66, 6.88288040855259e-05)	(68, 0.0003068972516566028)	(70, 0.0026449006684777757)	(72, 0.0006355080659163356)	(74, 0.0)	(76, 0.0)
SRR22134166_1	(1, 0.20571682556337692)	(2, 0.0)	(3, 0.0)	(4, 0.002172996436383288)	(5, 3.57293883411303e-05)	(6, 0.00119206232010862)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0002517297814943271)	(12, 0.0)	(14, 0.001456784606454267)	(16, 3.897751455396032e-05)	(18, 0.0)	(20, 0.002645598800350057)	(22, 6.171439804377052e-05)	(24, 0.0)	(26, 0.0006041514755863851)	(28, 3.735345144754531e-05)	(30, 0.0)	(32, 0.002507553436304781)	(34, 0.00058628678141582)	(36, 0.0028145013634172183)	(38, 0.0020089660626353718)	(40, 0.0013495964414308762)	(42, 0.0)	(44, 0.00026797041255847726)	(46, 0.0011579569948739045)	(48, 0.00020950414072753678)	(50, 3.085719902188526e-05)	(52, 0.00011530848055546597)	(54, 0.0006090236649056301)	(56, 0.0003881510824331882)	(58, 0.0)	(60, 0.0006983471357584558)	(62, 0.000712963703716191)	(64, 0.0004320012493606057)	(66, 0.0017881485702972606)	(68, 0.0017785248051179414)	(70, 0.0027240373735978435)	(72, 0.0006401877102041278)	(74, 0.0007285893043505469)	(76, 0.0)
SRR22134166_1_paired	(1, 0.19798122967750598)	(2, 0.0)	(3, 0.0)	(4, 0.0016375387135320917)	(5, 0.0)	(6, 0.0010357082461655964)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0002326844539527438)	(12, 0.0)	(14, 0.0007890277348322364)	(16, 2.4493100416078295e-05)	(18, 0.0)	(20, 0.0025647775149979127)	(22, 5.4234722349887645e-05)	(24, 0.0)	(26, 0.0005301006732908373)	(28, 3.8489157796694457e-05)	(30, 0.0)	(32, 0.0024003238407756724)	(34, 0.0005703393382601088)	(36, 0.002764779667796324)	(38, 0.0014413592700942646)	(40, 0.0012726062906716908)	(42, 0.0)	(44, 0.00022833010322347307)	(46, 0.001099116554733516)	(48, 0.0002113542832160781)	(50, 2.6461790779463097e-05)	(52, 0.00011837838364070103)	(54, 0.0004476094778918514)	(56, 0.0003489108323299785)	(58, 0.0)	(60, 0.0006918974339759535)	(62, 0.0006923719640909624)	(64, 0.00031442889693226826)	(66, 0.001708228372535634)	(68, 0.0017164605651100449)	(70, 0.0026146727567954394)	(72, 0.0004304591693670537)	(74, 0.0004928930718531147)	(76, 0.0)
SRR22134166_2	(1, 0.22283120257877834)	(2, 0.00043524891251922365)	(3, 0.000487218931924504)	(4, 0.016445263015558428)	(5, 0.00019163944655697162)	(6, 0.0020658082713598974)	(7, 0.0013642130093886114)	(8, 0.0014129349025810618)	(9, 0.01441518413253966)	(10, 0.0027690275964375984)	(12, 0.010515808614037211)	(14, 0.0010199116308286286)	(16, 0.000358917946517718)	(18, 0.002488064679027801)	(20, 0.013635633841460455)	(22, 0.0031880358778926714)	(24, 0.006973726978946068)	(26, 0.0023467711887696944)	(28, 0.0005473092668618596)	(30, 0.00843538377471958)	(32, 0.0025367865722202513)	(34, 4.872189319245041e-05)	(36, 0.0051206709745265375)	(38, 0.0007405727765252461)	(40, 0.008128435847607142)	(42, 0.0008250240580588268)	(44, 0.00712314078473625)	(46, 2.273688348981019e-05)	(48, 0.007337517114783032)	(50, 2.1112820383395176e-05)	(52, 0.009356227556056893)	(54, 0.00010069191259773084)	(56, 0.00019975976208904666)	(58, 0.008324947483483358)	(60, 0.0010832500919788141)	(62, 4.547376771814306e-05)	(64, 0.008862526765009478)	(66, 0.00016078716980750868)	(68, 0.00043204365109174753)	(70, 0.0071309408371666065)	(72, 0.0008095909255966717)	(74, 0.0)	(76, 0.0)
SRR22134166_2_paired	(1, 0.205976477456183)	(2, 0.0003603984775508663)	(3, 0.0002834201619574774)	(4, 0.00868455360467233)	(5, 0.00012246550208039146)	(6, 0.001431096867168003)	(7, 0.0011966629060426823)	(8, 0.0008782526006336646)	(9, 0.007561369999877884)	(10, 0.0022813573530404353)	(12, 0.006529160768057442)	(14, 0.0008012742850402756)	(16, 0.00016620318139481697)	(18, 0.0022883553817307435)	(20, 0.00908519074719247)	(22, 0.0027729688685345782)	(24, 0.0036932096413100912)	(26, 0.002069666985158616)	(28, 0.0004548718648700254)	(30, 0.004513728505248714)	(32, 0.0022393691808985866)	(34, 1.0497043035462126e-05)	(36, 0.0026644854532836834)	(38, 0.0005827602184985717)	(40, 0.004607218032405003)	(42, 0.00073398309068811)	(44, 0.0039254445048464825)	(46, 0.0)	(48, 0.0033499622329098587)	(50, 0.0)	(52, 0.004847619555243682)	(54, 3.940330571167573e-05)	(56, 0.00018131642329694152)	(58, 0.0035934249644103376)	(60, 0.0009126267721552595)	(62, 9.040037349095108e-06)	(64, 0.0035127879801893254)	(66, 8.72352193006178e-05)	(68, 0.00028610825600179494)	(70, 0.0023976055668746376)	(72, 0.0006159366983285096)	(74, 0.0)	(76, 0.0)
SRR22134167_1	(1, 0.19032090462286155)	(2, 0.0)	(3, 0.0)	(4, 0.0021489533499057284)	(5, 6.419829189969942e-05)	(6, 0.0009697320934323019)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0002652403112698108)	(12, 0.0)	(14, 0.0014106729930591848)	(16, 5.406171949448373e-05)	(18, 0.0)	(20, 0.002762215980421278)	(22, 5.913000569709158e-05)	(24, 0.0)	(26, 0.0005744057696288896)	(28, 4.392514708926803e-05)	(30, 0.0)	(32, 0.0026287511104192713)	(34, 0.0006402934902627916)	(36, 0.0028754077056128533)	(38, 0.0019985941925616956)	(40, 0.001378573847109335)	(42, 0.0)	(44, 0.0002736874549408239)	(46, 0.0011859789714102368)	(48, 0.00021117859177532705)	(50, 1.5204858607823547e-05)	(52, 0.0001030551527863596)	(54, 0.0004916237616529614)	(56, 0.0004003946100060201)	(58, 0.0)	(60, 0.0006605666462330258)	(62, 0.0007349015366250514)	(64, 0.0005423074574117591)	(66, 0.0017553696571970866)	(68, 0.0018433503316366345)	(70, 0.0028066401828651965)	(72, 0.0008287772335944732)	(74, 0.0007204508307527535)	(76, 0.0)
SRR22134167_1_paired	(1, 0.1843537173035546)	(2, 0.0)	(3, 0.0)	(4, 0.0016151881027318905)	(5, 3.7045598686511254e-06)	(6, 0.000859457889527061)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0002519100710682765)	(12, 0.0)	(14, 0.0007464688135332018)	(16, 3.1488758883534566e-05)	(18, 0.0)	(20, 0.0026376466264796013)	(22, 5.186383816111576e-05)	(24, 0.0)	(26, 0.000503820142136553)	(28, 4.075015855516238e-05)	(30, 0.0)	(32, 0.002519100710682765)	(34, 0.0006131046582617612)	(36, 0.0028382036438533145)	(38, 0.0013311784310827421)	(40, 0.0013099547599887344)	(42, 0.0)	(44, 0.00019887279272806578)	(46, 0.0011535092747541136)	(48, 0.00019931270645513315)	(50, 1.4920700672373401e-05)	(52, 0.00010457234355809342)	(54, 0.00037387903121512296)	(56, 0.00036298541206534324)	(58, 0.0)	(60, 0.0006595503803835028)	(62, 0.0007105699930004168)	(64, 0.00032640706912170556)	(66, 0.0016367267057564052)	(68, 0.0018105157421244866)	(70, 0.002623468686401791)	(72, 0.00045266614417676976)	(74, 0.00046024205999040205)	(76, 0.0)
SRR22134167_2	(1, 0.19735230701461284)	(2, 0.000348022319245739)	(3, 0.00042573604101905937)	(4, 0.016059709547330072)	(5, 0.00016894287342026165)	(6, 0.0018178253180020153)	(7, 0.001294102410399204)	(8, 0.0013143755552096357)	(9, 0.014157412792617926)	(10, 0.002540900816240735)	(12, 0.010256521845344084)	(14, 0.0010373092428004064)	(16, 0.00035478003418254944)	(18, 0.0025223171001645065)	(20, 0.013191059556654028)	(22, 0.0031305114444774487)	(24, 0.0067915035114945186)	(26, 0.0023499953692758396)	(28, 0.0005625797684894713)	(30, 0.008252859366579782)	(32, 0.002475013095606833)	(34, 7.602429303911774e-05)	(36, 0.004966920478555692)	(38, 0.0007129389258335041)	(40, 0.007840638755434342)	(42, 0.0007990997912778376)	(44, 0.006874285519470447)	(46, 3.885686088666018e-05)	(48, 0.007210481837576768)	(50, 3.209914594984971e-05)	(52, 0.009057027444060227)	(54, 0.00013684372747041194)	(56, 0.00016894287342026165)	(58, 0.008141357070122408)	(60, 0.0010930603910290929)	(62, 5.744057793330659e-05)	(64, 0.008634681930653384)	(66, 0.00018077447875241822)	(68, 0.00047477722345988136)	(70, 0.007056360005754583)	(72, 0.000843969080836833)	(74, 0.0)	(76, 0.0)
SRR22134167_2_paired	(1, 0.18305341678965806)	(2, 0.0002778419901488344)	(3, 0.0002482055111996254)	(4, 0.008016667555761034)	(5, 0.00010372767632223151)	(6, 0.0012521412356040803)	(7, 0.0011484135592818487)	(8, 0.000800184931628643)	(9, 0.007094232148466904)	(10, 0.0021060422853281646)	(12, 0.006147717102026542)	(14, 0.0008094463313002709)	(16, 0.00019078483323553297)	(18, 0.0022431110004682564)	(20, 0.00849455577881703)	(22, 0.0027080332639839726)	(24, 0.0034193087587649886)	(26, 0.0020486216073640723)	(28, 0.00044084262436948395)	(30, 0.0041805958117727944)	(32, 0.0021745766428982105)	(34, 2.2227359211906753e-05)	(36, 0.002480377534964842)	(38, 0.0005263836799483065)	(40, 0.004262026079121118)	(42, 0.0007169727038757279)	(44, 0.0036995726186104575)	(46, 0.0)	(48, 0.0031157807891575517)	(50, 0.0)	(52, 0.004460525225990125)	(54, 4.764816109927128e-05)	(56, 0.00016628312285744436)	(58, 0.0032948155531011087)	(60, 0.0008764929885558463)	(62, 5.783516165380724e-06)	(64, 0.0032004305710388067)	(66, 7.954342230801875e-05)	(68, 0.00027056709968692466)	(70, 0.002193401872161273)	(72, 0.0006038270598389862)	(74, 0.0)	(76, 0.0)
SRR22134168_1	(1, 0.2019584106821357)	(2, 0.0)	(3, 0.0)	(4, 0.0022818943167197555)	(5, 8.610921949885869e-05)	(6, 0.0011624744632345923)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.00024756400605921875)	(12, 0.0)	(14, 0.0016163418076764933)	(16, 6.637585669703692e-05)	(18, 0.0)	(20, 0.0027339677190887637)	(22, 9.866681400910892e-05)	(24, 0.0)	(26, 0.0006260857834396184)	(28, 3.40848993849649e-05)	(30, 0.0)	(32, 0.0027429374294532277)	(34, 0.00063326155173119)	(36, 0.0029671801885648393)	(38, 0.0020576515576081443)	(40, 0.0013257231918678454)	(42, 0.0)	(44, 0.00023500641154896852)	(46, 0.0012378200302960937)	(48, 0.00019015785972664628)	(50, 1.2557594510250227e-05)	(52, 0.00013095777132118093)	(54, 0.0005023037804100091)	(56, 0.0004072248505466859)	(58, 0.0)	(60, 0.0006260857834396184)	(62, 0.0007086071442166947)	(64, 0.0005328014264870193)	(66, 0.0018513988690859178)	(68, 0.0018227933418095614)	(70, 0.0028223041258587595)	(72, 0.0008097423448443247)	(74, 0.0007359897516581324)	(76, 0.0)
SRR22134168_1_paired	(1, 0.194430110058553)	(2, 0.0)	(3, 0.0)	(4, 0.0018027862487024096)	(5, 1.5474560074698795e-05)	(6, 0.0010135836848927712)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0002495272812045181)	(12, 0.0)	(14, 0.0008762469642298194)	(16, 3.675208017740964e-05)	(18, 0.0)	(20, 0.002661624332848193)	(22, 7.737280037349398e-05)	(24, 0.0)	(26, 0.000564821442726506)	(28, 3.094912014939759e-05)	(30, 0.0)	(32, 0.002611332012605422)	(34, 0.0006209167229972892)	(36, 0.002965959261843358)	(38, 0.0013787966215532286)	(40, 0.0012289487047471865)	(42, 0.0)	(44, 0.00018650887653056032)	(46, 0.0012393895028028493)	(48, 0.0001988300915386451)	(50, 1.1719426842679175e-05)	(52, 0.00013112015814108723)	(54, 0.0004057958627249447)	(56, 0.00038082538680964557)	(58, 0.0)	(60, 0.0006215804836474469)	(62, 0.0006988764448852157)	(64, 0.00028961443807174473)	(66, 0.0017291330607914683)	(68, 0.0017541666637890968)	(70, 0.0026501659148022213)	(72, 0.00045588045450805617)	(74, 0.0004733274688623426)	(76, 0.0)
SRR22134168_2	(1, 0.2126287781317026)	(2, 0.00038031571945329256)	(3, 0.00044848551822322235)	(4, 0.016884582790067874)	(5, 0.0001363395975398596)	(6, 0.0019482210911616778)	(7, 0.001298814060774452)	(8, 0.0013275171339407381)	(9, 0.014803609985512124)	(10, 0.002665797920318834)	(12, 0.010727773595899479)	(14, 0.0011086562010478058)	(16, 0.0003211156310478272)	(18, 0.0026048038898404758)	(20, 0.014073475561844719)	(22, 0.0033008534141229164)	(24, 0.007150653102551057)	(26, 0.002436173334988544)	(28, 0.0005489462743052242)	(30, 0.008725734242551015)	(32, 0.0026873252251935482)	(34, 8.072739328018003e-05)	(36, 0.0053333897827105604)	(38, 0.0007570435547607994)	(40, 0.008284424492619364)	(42, 0.0008090678748746932)	(44, 0.007364132209225312)	(46, 3.946672560364357e-05)	(48, 0.007527380937858564)	(50, 3.946672560364357e-05)	(52, 0.009572474900956458)	(54, 0.0001488971920501098)	(56, 0.00019733362801821784)	(58, 0.008533782440751475)	(60, 0.0011911775364008784)	(62, 6.2787973677631e-05)	(64, 0.009057623600324475)	(66, 0.0001883692737422651)	(68, 0.0005525829800674528)	(70, 0.007356408820829387)	(72, 0.0009519276363685375)	(74, 0.0)	(76, 0.0)
SRR22134168_2_paired	(1, 0.1962328963072554)	(2, 0.0003443089616620482)	(3, 0.00026306752126987955)	(4, 0.00886692292280241)	(5, 0.00010445328050421687)	(6, 0.001388841766704217)	(7, 0.0012070156858265061)	(8, 0.0007969398438469879)	(9, 0.007737280037349398)	(10, 0.002162569770439157)	(12, 0.006650192192101808)	(14, 0.000885918564276506)	(16, 0.00016054856077500003)	(18, 0.0024062940916156628)	(20, 0.009396926605360845)	(22, 0.002887939773940663)	(24, 0.0037815956182545188)	(26, 0.0021490295303737954)	(28, 0.0004390906421195783)	(30, 0.004652039622456326)	(32, 0.0023637390514102408)	(34, 2.1277520102710845e-05)	(36, 0.002802660150301167)	(38, 0.0005783017458968521)	(40, 0.0046966161094944255)	(42, 0.0007412145111856097)	(44, 0.004083232150462568)	(46, 0.0)	(48, 0.0033724514776260544)	(50, 0.0)	(52, 0.0048280326833129465)	(54, 4.354286436757968e-05)	(56, 0.00019242454711147048)	(58, 0.003563189831165249)	(60, 0.0009666040878543866)	(62, 7.991555802476871e-06)	(64, 0.003513258223317675)	(66, 7.431005424272451e-05)	(68, 0.0003182030469754297)	(70, 0.0023530148381317667)	(72, 0.0006666352995788917)	(74, 0.0)	(76, 0.0)
SRR22134169_1	(1, 0.3103018491425772)	(2, 0.0)	(3, 0.0)	(4, 0.0031555151131841814)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 6.0751706595844954e-05)	(14, 0.0)	(16, 0.0004234751312710368)	(18, 0.0)	(20, 0.0019529886855664273)	(22, 0.0)	(24, 0.0)	(26, 0.0005503389891623601)	(28, 0.0002876771988803246)	(30, 0.0)	(32, 0.0007075787003516059)	(34, 0.001368700213306389)	(36, 8.576711519413405e-05)	(38, 5.360444699633378e-06)	(40, 3.0375853297922477e-05)	(42, 0.00012686385789132328)	(44, 0.0004252619461709146)	(46, 0.00047350594846761504)	(48, 0.002408626485035264)	(50, 0.0014544673285005233)	(52, 0.0015902652608912353)	(54, 0.0016206411141891578)	(56, 0.0016367224482880581)	(58, 0.0005092422464651709)	(60, 0.0008130007794443956)	(62, 0.0)	(64, 0.0003394950432919612)	(66, 0.00107926497195144)	(68, 0.0014135060124219837)	(70, 0.00019122365284321606)	(72, 0.0004155176648021864)	(74, 3.048850144270636e-05)	(76, 0.0)
SRR22134169_1_paired	(1, 0.2899920158415626)	(2, 0.0)	(3, 0.0)	(4, 0.0028965924803702916)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 6.239396335001281e-05)	(14, 0.0)	(16, 0.0003875988632349281)	(18, 0.0)	(20, 0.00157119344072305)	(22, 0.0)	(24, 0.0)	(26, 0.0004405391957743329)	(28, 0.00021554278248186247)	(30, 0.0)	(32, 0.00048591662366525136)	(34, 0.001259223623972986)	(36, 5.484316594392199e-05)	(38, 1.8929448808523704e-06)	(40, 2.273914445560726e-05)	(42, 0.0001214139258737629)	(44, 0.00024503486238253283)	(46, 0.0002758433916455483)	(48, 0.0021021700779855546)	(50, 0.0009166775267490322)	(52, 0.001303081932281071)	(54, 0.0010907367409112062)	(56, 0.0014762857349696211)	(58, 0.000315210388903887)	(60, 0.0006675925360691878)	(62, 0.0)	(64, 0.00024860070084969986)	(66, 0.0006924042787729948)	(68, 0.0012354596294937648)	(70, 0.00017969482138653568)	(72, 0.0003682488192925324)	(74, 8.280532003479893e-06)	(76, 0.0)
SRR22134169_2	(1, 0.7987777328413683)	(2, 0.0370764091724642)	(3, 0.0146840448471957)	(4, 0.0)	(5, 0.0013651265835066336)	(6, 0.015030686937771992)	(7, 0.017364267197012388)	(8, 0.0)	(9, 5.360444699633378e-05)	(10, 0.00709901559721447)	(12, 0.012818610091723285)	(14, 0.0014794827370988124)	(16, 0.01715163622392693)	(18, 0.0005878621020597938)	(20, 0.0)	(22, 0.02142748427933449)	(24, 0.0006343192894566164)	(26, 0.0)	(28, 0.014991377009974681)	(30, 0.00015009245158973457)	(32, 0.009091314210578209)	(34, 0.01694793932534086)	(36, 0.00018761556448716822)	(38, 0.012877574983419252)	(40, 0.0)	(42, 0.02034110082020879)	(44, 0.004563525254287882)	(46, 0.005939372727193783)	(48, 0.003109057925787359)	(50, 0.016635246717862248)	(52, 0.0)	(54, 0.01791996663087438)	(56, 0.004474184509293992)	(58, 0.006936415441325591)	(60, 0.013077698252205564)	(62, 0.010099077814109285)	(64, 0.005183555026054288)	(66, 0.0055267976244312116)	(68, 0.015106050622872166)	(70, 0.0)	(72, 0.0187076584033173)	(74, 0.0)	(76, 0.0)
SRR22134169_2_paired	(1, 0.7778107100259083)	(2, 0.02928356679893935)	(3, 0.01055025198463853)	(4, 0.0)	(5, 0.0011533429588941762)	(6, 0.00988849782789597)	(7, 0.012671646738538966)	(8, 0.0)	(9, 4.9158880215161615e-05)	(10, 0.0046398420018464075)	(12, 0.009678627223900473)	(14, 0.001297038147215418)	(16, 0.012323753124708592)	(18, 0.0005766714794470881)	(20, 0.0)	(22, 0.015490719446262274)	(24, 0.0005577642178258721)	(26, 0.0)	(28, 0.01052756327069307)	(30, 0.00014936736680760645)	(32, 0.007511855042109119)	(34, 0.01213468050849643)	(36, 0.00017779901614346972)	(38, 0.008722636399042579)	(40, 0.0)	(42, 0.01416451705403291)	(44, 0.002458684810833723)	(46, 0.0034422940241165137)	(48, 0.002237107035896658)	(50, 0.010168364510825218)	(52, 0.0)	(54, 0.010997439478248841)	(56, 0.0021995973637989456)	(58, 0.0038997772317445807)	(60, 0.006299017434557854)	(62, 0.005457686325265735)	(64, 0.0020782821285081866)	(66, 0.003699032618326479)	(68, 0.007135231607765947)	(70, 0.0)	(72, 0.009303742227245258)	(74, 0.0)	(76, 0.0)
SRR22134170_1	(1, 0.31603204376747607)	(2, 0.0)	(3, 0.0)	(4, 0.0031791152068220098)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 4.998608815757878e-05)	(14, 0.0)	(16, 0.00045844383710236535)	(18, 0.0)	(20, 0.0018809050886723212)	(22, 0.0)	(24, 0.0)	(26, 0.00046844105473388105)	(28, 0.00027992209368244114)	(30, 0.0)	(32, 0.0008026337584159792)	(34, 0.001353908902096705)	(36, 8.426226289420421e-05)	(38, 4.28452184207818e-06)	(40, 4.7129740262859985e-05)	(42, 0.00012139478552554844)	(44, 0.0003670407044713641)	(46, 0.0004198831405236617)	(48, 0.0023036445770907017)	(50, 0.0013010664660444075)	(52, 0.0016166929084108334)	(54, 0.0014353148170961904)	(56, 0.0016538254310421777)	(58, 0.00043273670604989625)	(60, 0.0007669294097319944)	(62, 0.0)	(64, 0.0003099142245973236)	(66, 0.000904064941626969)	(68, 0.0014083449264688259)	(70, 0.00017141877117253954)	(72, 0.0004337504499801854)	(74, 5.050051596989294e-05)	(76, 0.0)
SRR22134170_1_paired	(1, 0.2897949004116871)	(2, 0.0)	(3, 0.0)	(4, 0.002871461979692081)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 4.2721007136757846e-05)	(14, 0.0)	(16, 0.00041652981958338907)	(18, 0.0)	(20, 0.0014662459949437248)	(22, 0.0)	(24, 0.0)	(26, 0.00035397405913313644)	(28, 0.00021360503568378921)	(30, 0.0)	(32, 0.0004897658318178311)	(34, 0.001205342701358525)	(36, 5.645797180839843e-05)	(38, 1.5264926617681516e-06)	(40, 2.7488173747737303e-05)	(42, 0.000109999436100113)	(44, 0.00020328139269579998)	(46, 0.00022784636072170964)	(48, 0.001964557275313286)	(50, 0.0008557898824264115)	(52, 0.0012805957453952625)	(54, 0.0009701537932852392)	(56, 0.0014658634818339419)	(58, 0.0002454277462785752)	(60, 0.000590761587435615)	(62, 0.0)	(64, 0.00021341856810327763)	(66, 0.0005759599389912514)	(68, 0.0012184381871864615)	(70, 0.0001567886632081752)	(72, 0.00036802092387601615)	(74, 1.1552368114163538e-05)	(76, 0.0)
SRR22134170_2	(1, 0.8145532981806406)	(2, 0.0383893157050205)	(3, 0.013858999985175553)	(4, 0.0)	(5, 0.0012510803778868287)	(6, 0.01587558159884702)	(7, 0.016332597262002025)	(8, 0.0)	(9, 7.140869736796968e-05)	(10, 0.007436501743900362)	(12, 0.012412259776500489)	(14, 0.0014238894255173154)	(16, 0.016685356226999792)	(18, 0.0005941203621015077)	(20, 0.0)	(22, 0.021372623122233324)	(24, 0.0006112584494698204)	(26, 0.0)	(28, 0.014561661567276377)	(30, 0.00013996104684122057)	(32, 0.008966076041522272)	(34, 0.016469701960948525)	(36, 0.00018280626526200237)	(38, 0.012676471956761975)	(40, 0.0)	(42, 0.020158675266977837)	(44, 0.004691551417075608)	(46, 0.005632718048385448)	(48, 0.0029891680718232105)	(50, 0.016473986482790606)	(52, 0.0)	(54, 0.017550829639099586)	(56, 0.004550162196287027)	(58, 0.006572456505747929)	(60, 0.012867847265708134)	(62, 0.01017431120098832)	(64, 0.00486722348579292)	(66, 0.005518672995659101)	(68, 0.014793719669625114)	(70, 0.0)	(72, 0.01827717034450253)	(74, 0.0)	(76, 0.0)
SRR22134170_2_paired	(1, 0.782117889656704)	(2, 0.028272152223004388)	(3, 0.009673256615965884)	(4, 0.0)	(5, 0.0009703771621063569)	(6, 0.008846299977818642)	(7, 0.011534671926924618)	(8, 0.0)	(9, 6.408151070513678e-05)	(10, 0.004131731690226437)	(12, 0.009128563774972221)	(14, 0.0012038169511036409)	(16, 0.011096781603772851)	(18, 0.0005797850968559993)	(20, 0.0)	(22, 0.014332897894382256)	(24, 0.0004760340795238732)	(26, 0.0)	(28, 0.009365055064479275)	(30, 0.00012663727115538932)	(32, 0.007157294445661823)	(34, 0.010866393315285336)	(36, 0.0001755539237691128)	(38, 0.007786974328747515)	(40, 0.0)	(42, 0.012901281166674102)	(44, 0.002174559800255902)	(46, 0.003047033885393924)	(48, 0.002034647462359061)	(50, 0.009029394665473334)	(52, 0.0)	(54, 0.00982358324648564)	(56, 0.0018706959354274487)	(58, 0.0034209923766799935)	(60, 0.005387036879105577)	(62, 0.004698934622653941)	(64, 0.0017982797769030803)	(66, 0.0035326035164851255)	(68, 0.006031175724351714)	(70, 0.0)	(72, 0.00813816813751479)	(74, 0.0)	(76, 0.0)
SRR22134171_1	(1, 0.3135804396150843)	(2, 6.591563273602345e-06)	(3, 6.591563273602345e-06)	(4, 0.003140879899871517)	(5, 6.591563273602345e-06)	(6, 6.591563273602345e-06)	(7, 6.591563273602345e-06)	(8, 6.591563273602345e-06)	(9, 6.591563273602345e-06)	(10, 6.591563273602345e-06)	(12, 5.767617864402052e-05)	(14, 6.591563273602345e-06)	(16, 0.00044987419342336)	(18, 6.591563273602345e-06)	(20, 0.0019148491309814812)	(22, 6.591563273602345e-06)	(24, 6.591563273602345e-06)	(26, 0.00047788833733617)	(28, 0.00029167667485690375)	(30, 9.887344910403517e-06)	(32, 0.0007217761784594567)	(34, 0.001385876178274893)	(36, 6.756353468815689e-05)	(38, 1.153523762968532e-05)	(40, 3.625360397901101e-05)	(42, 0.0001334791782863587)	(44, 0.00037407127741979543)	(46, 0.0004350432477481321)	(48, 0.0023515405853658505)	(50, 0.0014517920502503954)	(52, 0.0015902149018066191)	(54, 0.0015935106839865293)	(56, 0.0016083417037961248)	(58, 0.000430099574478267)	(60, 0.0007745088122788715)	(62, 0.0)	(64, 0.0003032122703414236)	(66, 0.0010546701453203627)	(68, 0.0013744113123609263)	(70, 0.00019941605704683606)	(72, 0.000455764098088096)	(74, 3.684086107618295e-05)	(76, 0.0)
